"SiteJ snow model initialization file to be used as DEBAM input"
layerdepth layerthickness layerdensity layertemperature
6.8500 0.1000 467.4643 -15.2720
6.9500 0.1000 459.6662 -15.1960
7.0500 0.1000 461.1690 -15.1200
7.1500 0.1000 477.8810 -15.0440
7.2500 0.1000 506.8421 -14.9680
7.3500 0.1000 509.8714 -14.9100
7.4500 0.1000 559.0250 -14.8700
7.5500 0.1000 718.3955 -14.8300
7.6500 0.1000 847.8513 -14.7900
7.7500 0.1000 872.4324 -14.7500
7.8500 0.1000 788.2369 -14.7120
7.9500 0.1000 611.6266 -14.6760
8.0500 0.1000 550.4415 -14.6400
8.1500 0.1000 592.1011 -14.6040
8.2500 0.1000 545.8412 -14.5680
8.3500 0.1000 499.8819 -14.5310
8.4500 0.1000 513.4073 -14.4930
8.5500 0.1000 585.5671 -14.4550
8.6500 0.1000 663.9226 -14.4170
8.7500 0.1000 605.2723 -14.3790
8.8500 0.1000 555.5321 -14.3430
8.9500 0.1000 634.6114 -14.3090
9.0500 0.1000 704.8307 -14.2750
9.1500 0.1000 695.1966 -14.2410
9.2500 0.1000 766.4576 -14.2070
9.3500 0.1000 860.6097 -14.1760
9.4500 0.1000 866.6209 -14.1480
9.5500 0.1000 801.3168 -14.1200
9.6500 0.1000 641.1729 -14.0920
9.7500 0.1000 552.3621 -14.0640
9.8500 0.1000 593.3838 -14.0420
9.9500 0.1000 705.8721 -14.0260
10.1000 0.2000 851.6077 -14.0020
10.3500 0.3000 863.3532 -13.9740
10.7000 0.4000 829.9927 -14.0020
11.1500 0.5000 699.9928 -13.8420
11.6500 0.5000 677.0024 -13.7560
12.1500 0.5000 571.5236 -13.7220
12.6500 0.5000 620.2071 -13.6400
13.1500 0.5000 871.2182 -13.6520
13.6500 0.5000 753.1604 -13.6595
14.1500 0.5000 639.2523 -13.6445
14.6500 0.5000 719.7534 -13.6400
15.1500 0.5000 628.8035 -13.6400
15.6500 0.5000 639.5611 -13.6610
16.1500 0.5000 613.2439 -13.6910
16.6500 0.5000 805.6921 -13.7070
17.1500 0.5000 659.1318 -13.7170
17.6500 0.5000 723.3277 -13.8005
18.1500 0.5000 619.7161 -13.9155
18.6500 0.5000 653.9715 -13.9500
19.1500 0.5000 702.8141 -13.9500
19.6500 0.5000 653.2939 -13.9500
20.1500 0.5000 640.2868 -13.9500
20.6500 0.5000 826.5487 -13.9500
21.1500 0.5000 751.4479 -13.9500
21.6500 0.5000 829.0591 -13.9500
22.1500 0.5000 656.6270 -13.9500
22.6500 0.5000 669.4235 -13.9500
23.1500 0.5000 646.4857 -13.9500
23.6500 0.5000 671.0089 -13.9500
24.1500 0.5000 703.3916 -13.9500
24.6500 0.5000 710.2876 -13.9500
25.1500 0.5000 686.1230 -13.9500
25.6500 0.5000 659.0236 -13.9500
26.1500 0.5000 669.7001 -13.9500
26.6500 0.5000 778.2794 -13.9500
27.1500 0.5000 790.0039 -13.9500
27.6500 0.5000 790.0039 -13.9500
28.1500 0.5000 790.0039 -13.9500
28.6500 0.5000 790.0039 -13.9500
29.1500 0.5000 790.0039 -13.9500
29.6500 0.5000 790.0039 -13.9500
30.1500 0.5000 790.0039 -13.9500
30.6500 0.5000 790.0039 -13.9500
31.1500 0.5000 790.0039 -13.9500
31.6500 0.5000 790.0039 -13.9500
32.1500 0.5000 790.0039 -13.9500
32.6500 0.5000 790.0039 -13.9500
33.1500 0.5000 790.0039 -13.9500
33.6500 0.5000 790.0039 -13.9500
34.1500 0.5000 790.0039 -13.9500
34.6500 0.5000 790.0039 -13.9500
