"SiteJ AWS climate data to be used as DEBAM input: WITH TIMESTAMP FOR EASIER VISUALIZATION"
TIMESTAMP,Year,JD,Time,Tair,RH,Wind,SWin,SWout,LWin,LWout,Net,Prec
2017-05-06 00:00:00,2017,126,0,-7.940000,84.790000,5.150000,0.170000,0.150000,237.310000,270.310000,-32.980000,0.000000
2017-05-06 01:00:00,2017,126,1,-7.430000,85.410000,3.430000,0.260000,0.240000,243.390000,271.650000,-28.240000,0.000000
2017-05-06 02:00:00,2017,126,2,-5.230000,78.930000,6.440000,0.100000,0.090000,256.900000,281.450000,-24.540000,0.000000
2017-05-06 03:00:00,2017,126,3,-5.080000,73.030000,6.530000,1.410000,1.270000,252.010000,281.130000,-28.980000,0.000000
2017-05-06 04:00:00,2017,126,4,-5.360000,66.680000,6.060000,14.490000,12.940000,245.750000,279.030000,-31.730000,0.000000
2017-05-06 05:00:00,2017,126,5,-6.490000,69.860000,4.210000,57.570000,49.980000,249.870000,275.910000,-18.450000,0.000000
2017-05-06 06:00:00,2017,126,6,-6.090000,78.360000,9.740000,113.610000,97.030000,252.020000,280.780000,-12.180000,0.000000
2017-05-06 07:00:00,2017,126,7,-6.030000,79.900000,10.900000,192.140000,163.990000,253.380000,282.710000,-1.180000,0.000000
2017-05-06 08:00:00,2017,126,8,-5.610000,79.600000,9.930000,364.330000,291.900000,232.710000,284.350000,20.790000,0.000000
2017-05-06 09:00:00,2017,126,9,-5.280000,77.360000,8.660000,563.760000,425.660000,196.280000,285.300000,49.080000,0.000000
2017-05-06 10:00:00,2017,126,10,-5.160000,76.190000,10.190000,678.860000,517.040000,191.880000,287.500000,66.200000,0.000000
2017-05-06 11:00:00,2017,126,11,-4.260000,72.540000,8.560000,741.920000,570.580000,195.140000,291.150000,75.330000,0.000000
2017-05-06 12:00:00,2017,126,12,-3.770000,69.150000,8.960000,773.290000,603.520000,198.020000,293.470000,74.320000,0.000000
2017-05-06 13:00:00,2017,126,13,-3.610000,69.980000,9.000000,773.450000,613.360000,200.600000,294.750000,65.940000,0.000000
