"SiteJ AWS climate data to be used as DEBAM input: WITH TIMESTAMP FOR EASIER VISUALIZATION"
TIMESTAMP,Year,JD,Time,Tair,RH,Wind,SWin,SWout,LWin,LWout,Net,Prec
2018-05-11 00:00:00,2018,131,0,-19.430000,80.550000,3.810000,0.070000,0.070000,223.490000,232.060000,-8.570000,0.352431
2018-05-11 01:00:00,2018,131,1,-20.020000,82.520000,1.890000,0.000000,0.000000,224.670000,230.420000,-5.750000,0.352431
2018-05-11 02:00:00,2018,131,2,-20.060000,82.550000,0.990000,0.120000,0.090000,228.710000,231.290000,-2.550000,0.352431
2018-05-11 03:00:00,2018,131,3,-20.230000,80.040000,5.620000,3.330000,3.000000,219.020000,230.390000,-11.040000,0.352431
2018-05-11 04:00:00,2018,131,4,-24.490000,74.210000,6.590000,33.200000,24.470000,152.240000,211.740000,-50.770000,0.352431
2018-05-11 05:00:00,2018,131,5,-26.200000,68.730000,5.620000,134.900000,101.120000,139.640000,204.520000,-31.100000,0.352431
2018-05-11 06:00:00,2018,131,6,-26.560000,65.700000,5.780000,249.810000,198.530000,133.790000,203.660000,-18.590000,0.352431
2018-05-11 07:00:00,2018,131,7,-25.790000,67.800000,6.840000,378.520000,304.670000,133.330000,207.820000,-0.640000,0.352431
2018-05-11 08:00:00,2018,131,8,-24.600000,70.410000,8.300000,506.220000,407.270000,134.530000,213.610000,19.870000,0.352431
2018-05-11 09:00:00,2018,131,9,-22.760000,73.250000,8.950000,622.240000,496.440000,138.280000,220.930000,43.150000,0.352431
2018-05-11 10:00:00,2018,131,10,-19.820000,75.820000,9.980000,717.800000,569.640000,152.500000,231.410000,69.250000,0.352431
2018-05-11 11:00:00,2018,131,11,-17.010000,75.180000,9.860000,784.380000,621.830000,153.740000,240.720000,75.570000,0.352431
2018-05-11 12:00:00,2018,131,12,-14.490000,74.010000,9.020000,807.320000,645.560000,161.180000,249.630000,73.310000,0.352431
2018-05-11 13:00:00,2018,131,13,-12.350000,74.890000,8.240000,800.120000,650.820000,190.540000,258.760000,81.080000,0.352431
2018-05-11 14:00:00,2018,131,14,-10.580000,77.140000,8.030000,736.770000,613.020000,234.250000,267.210000,90.790000,0.352431
2018-05-11 15:00:00,2018,131,15,-9.570000,80.180000,8.620000,634.230000,531.980000,229.260000,272.630000,58.880000,0.352431
2018-05-11 16:00:00,2018,131,16,-9.710000,83.900000,9.230000,488.850000,414.220000,242.790000,272.190000,45.230000,0.352431
2018-05-11 17:00:00,2018,131,17,-9.440000,88.830000,10.630000,317.620000,273.070000,261.900000,273.480000,32.970000,0.352431
2018-05-11 18:00:00,2018,131,18,-9.900000,90.050000,13.590000,249.390000,213.990000,260.220000,272.080000,23.540000,0.352431
2018-05-11 19:00:00,2018,131,19,-10.320000,90.000000,14.190000,146.390000,125.490000,251.850000,269.630000,3.120000,0.352431
2018-05-11 20:00:00,2018,131,20,-11.020000,89.950000,14.220000,66.740000,57.730000,256.440000,266.580000,-1.130000,0.352431
2018-05-11 21:00:00,2018,131,21,-11.110000,90.070000,14.200000,28.530000,24.960000,258.400000,266.160000,-4.190000,0.352431
2018-05-11 22:00:00,2018,131,22,-11.250000,90.470000,15.080000,6.360000,5.640000,264.520000,265.820000,-0.580000,0.352431
2018-05-11 23:00:00,2018,131,23,-11.470000,90.520000,15.250000,0.640000,0.580000,264.370000,264.950000,-0.520000,0.352431
2018-05-12 00:00:00,2018,132,0,-11.490000,90.620000,15.400000,0.050000,0.040000,261.260000,264.890000,-3.620000,1.348958
2018-05-12 01:00:00,2018,132,1,-11.430000,90.570000,15.470000,0.030000,0.030000,260.170000,265.120000,-4.950000,1.348958
2018-05-12 02:00:00,2018,132,2,-11.560000,90.620000,15.370000,0.430000,0.380000,264.850000,264.890000,0.010000,1.348958
2018-05-12 03:00:00,2018,132,3,-11.830000,90.130000,15.400000,4.890000,4.390000,255.420000,263.580000,-7.660000,1.348958
2018-05-12 04:00:00,2018,132,4,-12.240000,89.230000,15.730000,38.590000,32.260000,244.310000,261.670000,-11.030000,1.348958
2018-05-12 05:00:00,2018,132,5,-12.640000,88.870000,16.960000,120.900000,98.630000,237.970000,260.540000,-0.300000,1.348958
2018-05-12 06:00:00,2018,132,6,-12.470000,89.150000,18.020000,129.850000,109.910000,244.530000,262.190000,2.280000,1.348958
2018-05-12 07:00:00,2018,132,7,-11.950000,88.930000,18.620000,254.930000,163.610000,264.650000,264.950000,91.020000,1.348958
2018-05-12 08:00:00,2018,132,8,-11.570000,89.650000,18.790000,322.760000,278.950000,265.780000,266.980000,42.610000,1.348958
2018-05-12 09:00:00,2018,132,9,-11.370000,89.680000,18.910000,434.750000,315.330000,266.750000,268.130000,118.040000,1.348958
2018-05-12 10:00:00,2018,132,10,-11.320000,89.670000,18.760000,76.550000,66.600000,266.390000,268.920000,7.420000,1.348958
2018-05-12 11:00:00,2018,132,11,-11.200000,89.570000,18.260000,87.860000,75.980000,268.310000,269.920000,10.270000,1.348958
2018-05-12 12:00:00,2018,132,12,-11.050000,89.430000,18.490000,107.980000,0.000000,270.900000,270.860000,108.020000,1.348958
2018-05-12 13:00:00,2018,132,13,-11.460000,89.430000,18.120000,279.130000,72.780000,264.760000,268.750000,202.360000,1.348958
2018-05-12 14:00:00,2018,132,14,-11.740000,89.370000,16.640000,0.000000,0.000000,262.580000,267.660000,-5.080000,1.348958
2018-05-12 15:00:00,2018,132,15,-11.930000,89.280000,17.240000,74.760000,66.700000,264.080000,266.620000,5.520000,1.348958
2018-05-12 16:00:00,2018,132,16,-11.780000,89.330000,15.830000,82.720000,0.030000,259.660000,267.260000,75.090000,1.348958
2018-05-12 17:00:00,2018,132,17,-12.010000,89.380000,18.150000,0.000000,0.000000,263.590000,265.260000,-1.670000,1.348958
2018-05-12 18:00:00,2018,132,18,-12.080000,89.550000,15.540000,64.720000,55.090000,264.130000,264.600000,9.160000,1.348958
2018-05-12 19:00:00,2018,132,19,-12.210000,89.600000,16.120000,66.760000,52.660000,259.880000,263.670000,10.310000,1.348958
2018-05-12 20:00:00,2018,132,20,-12.630000,89.550000,17.700000,0.000000,0.000000,256.860000,261.730000,-4.870000,1.348958
2018-05-12 21:00:00,2018,132,21,-13.070000,88.980000,17.320000,0.000000,0.000000,256.460000,259.630000,-3.170000,1.348958
2018-05-12 22:00:00,2018,132,22,-12.820000,89.200000,15.290000,5.290000,4.760000,250.440000,260.250000,-9.280000,1.348958
2018-05-12 23:00:00,2018,132,23,-12.860000,89.350000,16.580000,0.740000,0.660000,254.390000,260.100000,-5.630000,1.348958
2018-05-13 00:00:00,2018,133,0,-12.760000,89.270000,16.310000,0.000000,0.000000,258.630000,260.460000,-1.830000,0.060764
2018-05-13 01:00:00,2018,133,1,-12.650000,89.070000,15.800000,0.000000,0.000000,254.730000,260.880000,-6.150000,0.060764
2018-05-13 02:00:00,2018,133,2,-12.410000,88.820000,15.640000,0.200000,0.180000,260.390000,261.930000,-1.520000,0.060764
2018-05-13 03:00:00,2018,133,3,-12.310000,87.500000,13.610000,3.690000,3.320000,257.390000,261.360000,-3.600000,0.060764
2018-05-13 04:00:00,2018,133,4,-11.680000,87.670000,13.370000,19.620000,17.660000,256.740000,263.020000,-4.320000,0.060764
2018-05-13 05:00:00,2018,133,5,-11.260000,86.080000,12.680000,55.920000,50.210000,253.410000,264.240000,-5.120000,0.060764
2018-05-13 06:00:00,2018,133,6,-11.020000,83.970000,11.290000,123.770000,110.360000,251.370000,264.790000,-0.010000,0.060764
2018-05-13 07:00:00,2018,133,7,-10.770000,81.800000,10.320000,220.140000,195.500000,251.930000,265.700000,10.870000,0.060764
2018-05-13 08:00:00,2018,133,8,-10.210000,81.420000,9.620000,271.280000,243.240000,254.580000,267.620000,15.000000,0.060764
2018-05-13 09:00:00,2018,133,9,-9.270000,82.430000,10.000000,343.130000,308.710000,256.400000,271.230000,19.590000,0.060764
2018-05-13 10:00:00,2018,133,10,-8.290000,80.320000,8.750000,431.920000,386.750000,253.050000,273.920000,24.300000,0.060764
2018-05-13 11:00:00,2018,133,11,-7.800000,79.900000,9.080000,526.430000,466.930000,246.750000,276.380000,29.870000,0.060764
2018-05-13 12:00:00,2018,133,12,-7.430000,81.200000,11.530000,590.880000,516.940000,243.500000,278.790000,38.650000,0.060764
2018-05-13 13:00:00,2018,133,13,-7.450000,81.430000,10.870000,558.390000,491.080000,242.000000,279.000000,30.310000,0.060764
2018-05-13 14:00:00,2018,133,14,-7.470000,83.100000,11.690000,546.500000,466.020000,235.660000,280.210000,35.930000,0.060764
2018-05-13 15:00:00,2018,133,15,-7.780000,87.200000,13.590000,441.550000,375.490000,237.120000,279.340000,23.840000,0.060764
2018-05-13 16:00:00,2018,133,16,-8.430000,85.900000,13.340000,368.220000,312.970000,230.750000,275.780000,10.220000,0.060764
2018-05-13 17:00:00,2018,133,17,-8.400000,85.180000,12.540000,376.080000,317.370000,230.890000,275.760000,13.840000,0.060764
2018-05-13 18:00:00,2018,133,18,-8.660000,86.230000,13.380000,239.940000,202.070000,221.890000,273.910000,-14.150000,0.060764
2018-05-13 19:00:00,2018,133,19,-9.400000,89.730000,14.400000,144.020000,123.180000,234.640000,271.970000,-16.490000,0.060764
2018-05-13 20:00:00,2018,133,20,-9.940000,90.380000,16.600000,74.030000,63.750000,229.050000,269.920000,-30.590000,0.060764
2018-05-13 21:00:00,2018,133,21,-10.250000,89.630000,16.070000,31.570000,27.830000,227.730000,268.330000,-36.860000,0.060764
2018-05-13 22:00:00,2018,133,22,-10.520000,88.130000,15.630000,7.140000,6.420000,226.080000,266.770000,-39.970000,0.060764
2018-05-13 23:00:00,2018,133,23,-10.710000,87.200000,14.030000,1.190000,1.070000,221.280000,265.420000,-44.020000,0.060764
2018-05-14 00:00:00,2018,134,0,-11.000000,86.330000,13.400000,0.350000,0.320000,215.230000,263.160000,-47.900000,0.000000
2018-05-14 01:00:00,2018,134,1,-11.290000,84.950000,11.520000,0.410000,0.360000,206.370000,260.270000,-53.850000,0.000000
2018-05-14 02:00:00,2018,134,2,-11.810000,84.680000,10.500000,1.000000,0.900000,192.320000,256.570000,-64.150000,0.000000
2018-05-14 03:00:00,2018,134,3,-12.060000,85.250000,11.490000,5.290000,4.760000,181.980000,255.370000,-72.860000,0.000000
2018-05-14 04:00:00,2018,134,4,-12.440000,83.480000,10.270000,51.900000,38.140000,180.500000,252.660000,-58.400000,0.000000
2018-05-14 05:00:00,2018,134,5,-11.990000,82.370000,8.710000,162.560000,123.830000,184.410000,254.120000,-30.980000,0.000000
2018-05-14 06:00:00,2018,134,6,-11.230000,80.670000,5.760000,286.060000,222.220000,186.440000,256.370000,-6.090000,0.000000
2018-05-14 07:00:00,2018,134,7,-10.550000,75.910000,2.230000,378.980000,298.800000,188.270000,256.820000,11.630000,0.000000
2018-05-14 08:00:00,2018,134,8,-9.580000,77.020000,3.890000,536.080000,423.550000,196.560000,264.600000,44.490000,0.000000
2018-05-14 09:00:00,2018,134,9,-7.820000,75.590000,4.130000,640.610000,499.350000,203.000000,274.800000,69.460000,0.000000
2018-05-14 10:00:00,2018,134,10,-7.650000,77.970000,6.650000,675.590000,535.280000,218.780000,279.490000,79.600000,0.000000
2018-05-14 11:00:00,2018,134,11,-7.930000,72.030000,6.110000,744.950000,606.250000,245.290000,282.770000,101.220000,0.000000
2018-05-14 12:00:00,2018,134,12,-8.060000,69.790000,4.530000,800.720000,639.460000,218.230000,282.370000,97.120000,0.000000
2018-05-14 13:00:00,2018,134,13,-8.630000,74.040000,8.560000,730.200000,588.230000,206.120000,277.990000,70.100000,0.000000
2018-05-14 14:00:00,2018,134,14,-9.040000,77.760000,9.440000,711.690000,576.470000,202.780000,275.520000,62.480000,0.000000
