"EKT AWS climate data to be used as DEBAM input: WITH TIMESTAMP FOR EASIER VISUALIZATION"
TIMESTAMP,Year,JD,Time,Tair,RH,Wind,SWin,SWout,LWin,LWout,Net,Prec
2017-05-06 16:00:00,2017,126,16,-4.220000,74.200000,5.470000,590.840000,401.470000,202.830000,298.400000,93.800000,0.000000
2017-05-06 17:00:00,2017,126,17,-5.050000,76.680000,5.240000,479.920000,370.630000,195.570000,290.340000,14.520000,0.000000
2017-05-06 18:00:00,2017,126,18,-6.270000,77.290000,4.300000,361.540000,292.450000,193.680000,281.910000,-19.140000,0.000000
2017-05-06 19:00:00,2017,126,19,-8.470000,85.220000,3.560000,229.540000,182.820000,191.260000,272.490000,-34.510000,0.000000
2017-05-06 20:00:00,2017,126,20,-10.300000,88.700000,3.300000,79.860000,66.320000,189.080000,260.630000,-58.010000,0.000000
2017-05-06 21:00:00,2017,126,21,-12.280000,88.820000,3.680000,48.980000,36.090000,189.880000,254.620000,-51.850000,0.000000
2017-05-06 22:00:00,2017,126,22,-13.870000,85.830000,4.840000,6.070000,5.050000,195.530000,249.880000,-53.330000,0.000000
2017-05-06 23:00:00,2017,126,23,-13.670000,82.260000,2.500000,0.500000,0.450000,192.180000,246.360000,-54.130000,0.000000
2017-05-07 00:00:00,2017,127,0,-14.610000,77.590000,2.780000,0.030000,0.030000,200.200000,244.940000,-44.740000,0.421210
2017-05-07 01:00:00,2017,127,1,-16.280000,78.570000,3.950000,0.030000,0.020000,180.770000,239.010000,-58.230000,0.421210
2017-05-07 02:00:00,2017,127,2,-17.950000,74.980000,5.100000,0.140000,0.130000,178.660000,234.180000,-55.510000,0.421210
2017-05-07 03:00:00,2017,127,3,-19.320000,74.790000,5.120000,3.520000,3.170000,179.260000,230.180000,-50.570000,0.421210
2017-05-07 04:00:00,2017,127,4,-19.310000,75.160000,5.240000,30.000000,18.520000,183.430000,229.920000,-35.010000,0.421210
2017-05-07 05:00:00,2017,127,5,-18.050000,69.820000,5.250000,83.030000,74.730000,182.660000,232.740000,-41.780000,0.421210
2017-05-07 06:00:00,2017,127,6,-16.200000,62.560000,5.390000,195.960000,176.370000,188.580000,239.820000,-31.650000,0.421210
2017-05-07 07:00:00,2017,127,7,-14.310000,59.610000,4.490000,366.270000,246.540000,195.740000,247.890000,67.580000,0.421210
2017-05-07 08:00:00,2017,127,8,-13.000000,58.770000,4.520000,460.110000,323.210000,191.830000,252.980000,75.750000,0.421210
2017-05-07 09:00:00,2017,127,9,-10.790000,57.410000,5.280000,586.580000,397.390000,195.380000,263.580000,120.990000,0.421210
